class,coverage,stride,accuracy,n_samples
HandstandPushups,10,8,0.722222,54
HandstandWalking,10,8,0.191011,89
HeadMassage,10,8,0.396552,174
HighJump,10,8,0.013514,74
HorseRace,10,8,0.627119,118
HorseRiding,10,8,0.807947,151
HulaHoop,10,8,0.45614,57
IceDancing,10,8,0.634146,205
JavelinThrow,10,8,0.37037,54
JugglingBalls,10,8,0.027322,183
JumpRope,10,8,0.317308,312
JumpingJack,10,8,0.076923,39
Kayaking,10,8,0.614035,114
Knitting,10,8,0.775362,138
LongJump,10,8,0.513889,72
Lunges,10,8,0.00625,160
MilitaryParade,10,8,0.983871,62
Mixing,10,8,0.705263,95
MoppingFloor,10,8,0.391304,115
Nunchucks,10,8,0.006211,161
ParallelBars,10,8,0.655172,87
PizzaTossing,10,8,0.033898,59
PlayingCello,10,8,0.921569,153
PlayingDaf,10,8,0.9447,217
PlayingDhol,10,8,0.706485,293
PlayingFlute,10,8,0.927273,220
PlayingGuitar,10,8,1.0,211
PlayingPiano,10,8,0.991071,112
PlayingSitar,10,8,0.776923,260
PlayingTabla,10,8,0.935065,154
PlayingViolin,10,8,0.87234,94
PoleVault,10,8,0.429577,142
PommelHorse,10,8,0.282609,230
PullUps,10,8,0.461538,65
Punch,10,8,0.748538,171
PushUps,10,8,0.904762,42
Rafting,10,8,0.208333,96
RockClimbingIndoor,10,8,0.949254,335
RopeClimbing,10,8,0.271845,103
Rowing,10,8,0.521368,234
SalsaSpin,10,8,0.022989,174
ShavingBeard,10,8,0.753846,195
Shotput,10,8,0.59322,59
SkateBoarding,10,8,0.52439,82
Skiing,10,8,0.45509,167
Skijet,10,8,0.5,140
SkyDiving,10,8,0.626506,83
SoccerJuggling,10,8,0.078261,230
SoccerPenalty,10,8,1.0,57
StillRings,10,8,0.650602,83
SumoWrestling,10,8,0.633333,120
Surfing,10,8,0.938596,114
Swing,10,8,0.054688,128
TableTennisShot,10,8,0.93,100
TaiChi,10,8,0.642857,84
TennisSwing,10,8,0.673469,98
ThrowDiscus,10,8,0.578947,57
TrampolineJumping,10,8,0.539568,139
Typing,10,8,0.993289,149
UnevenBars,10,8,0.3125,64
VolleyballSpiking,10,8,0.615385,52
WalkingWithDog,10,8,0.387597,129
WallPushups,10,8,0.824561,57
WritingOnBoard,10,8,0.980952,105
YoYo,10,8,0.018349,109
ApplyEyeMakeup,25,8,0.976562,128
ApplyLipstick,25,8,0.920354,113
Archery,25,8,0.704762,105
BabyCrawling,25,8,0.857143,112
BalanceBeam,25,8,0.587302,63
BandMarching,25,8,0.377953,127
BaseballPitch,25,8,0.775862,58
Basketball,25,8,0.765625,64
BasketballDunk,25,8,1.0,33
BenchPress,25,8,0.988764,89
Biking,25,8,0.785276,163
Billiards,25,8,1.0,232
BlowDryHair,25,8,0.333333,99
BlowingCandles,25,8,0.938776,49
BodyWeightSquats,25,8,0.222222,63
Bowling,25,8,0.965909,88
BoxingPunchingBag,25,8,0.350282,177
BoxingSpeedBag,25,8,0.100671,149
BreastStroke,25,8,0.850575,87
BrushingTeeth,25,8,0.176768,198
CleanAndJerk,25,8,0.743119,109
CliffDiving,25,8,0.73913,46
CricketBowling,25,8,0.552239,67
CricketShot,25,8,0.394366,71
CuttingInKitchen,25,8,0.990196,102
Diving,25,8,0.992806,139
Drumming,25,8,0.953586,237
Fencing,25,8,0.930556,72
FieldHockeyPenalty,25,8,0.642857,70
FloorGymnastics,25,8,0.191011,89
FrisbeeCatch,25,8,0.291667,48
FrontCrawl,25,8,0.204724,127
GolfSwing,25,8,0.936364,110
Haircut,25,8,0.677419,62
HammerThrow,25,8,0.506849,146
Hammering,25,8,0.672727,55
HandstandPushups,25,8,0.814815,54
HandstandWalking,25,8,0.337079,89
HeadMassage,25,8,0.649425,174
HighJump,25,8,0.027027,74
HorseRace,25,8,0.813559,118
HorseRiding,25,8,0.980132,151
HulaHoop,25,8,0.684211,57
IceDancing,25,8,0.853659,205
JavelinThrow,25,8,0.555556,54
JugglingBalls,25,8,0.295082,183
JumpRope,25,8,0.464744,312
JumpingJack,25,8,0.410256,39
Kayaking,25,8,0.815789,114
Knitting,25,8,0.905797,138
LongJump,25,8,0.541667,72
Lunges,25,8,0.0875,160
MilitaryParade,25,8,1.0,62
Mixing,25,8,0.842105,95
MoppingFloor,25,8,0.565217,115
Nunchucks,25,8,0.024845,161
ParallelBars,25,8,0.701149,87
PizzaTossing,25,8,0.152542,59
PlayingCello,25,8,0.947712,153
PlayingDaf,25,8,0.967742,217
PlayingDhol,25,8,0.880546,293
PlayingFlute,25,8,0.972727,220
PlayingGuitar,25,8,1.0,211
PlayingPiano,25,8,1.0,112
PlayingSitar,25,8,0.792308,260
PlayingTabla,25,8,0.961039,154
PlayingViolin,25,8,0.925532,94
PoleVault,25,8,0.556338,142
PommelHorse,25,8,0.469565,230
PullUps,25,8,0.630769,65
Punch,25,8,0.912281,171
PushUps,25,8,0.97619,42
Rafting,25,8,0.520833,96
RockClimbingIndoor,25,8,0.976119,335
RopeClimbing,25,8,0.504854,103
Rowing,25,8,0.782051,234
SalsaSpin,25,8,0.086207,174
ShavingBeard,25,8,0.841026,195
Shotput,25,8,0.627119,59
SkateBoarding,25,8,0.682927,82
Skiing,25,8,0.556886,167
Skijet,25,8,0.7,140
SkyDiving,25,8,0.759036,83
SoccerJuggling,25,8,0.313043,230
SoccerPenalty,25,8,0.982456,57
StillRings,25,8,0.722892,83
SumoWrestling,25,8,0.775,120
Surfing,25,8,0.973684,114
Swing,25,8,0.492188,128
TableTennisShot,25,8,0.92,100
TaiChi,25,8,0.702381,84
TennisSwing,25,8,0.704082,98
ThrowDiscus,25,8,0.719298,57
TrampolineJumping,25,8,0.820144,139
Typing,25,8,1.0,149
UnevenBars,25,8,0.484375,64
VolleyballSpiking,25,8,0.807692,52
WalkingWithDog,25,8,0.72093,129
WallPushups,25,8,0.77193,57
WritingOnBoard,25,8,1.0,105
YoYo,25,8,0.110092,109
ApplyEyeMakeup,50,8,0.976562,128
ApplyLipstick,50,8,0.946903,113
Archery,50,8,0.771429,105
BabyCrawling,50,8,0.982143,112
BalanceBeam,50,8,0.809524,63
BandMarching,50,8,0.401575,127
BaseballPitch,50,8,0.775862,58
Basketball,50,8,0.875,64
BasketballDunk,50,8,1.0,33
BenchPress,50,8,1.0,89
Biking,50,8,0.895706,163
Billiards,50,8,1.0,232
BlowDryHair,50,8,0.525253,99
BlowingCandles,50,8,1.0,49
BodyWeightSquats,50,8,0.444444,63
Bowling,50,8,0.965909,88
BoxingPunchingBag,50,8,0.717514,177
BoxingSpeedBag,50,8,0.416107,149
BreastStroke,50,8,0.931034,87
BrushingTeeth,50,8,0.323232,198
CleanAndJerk,50,8,0.917431,109
CliffDiving,50,8,0.891304,46
CricketBowling,50,8,0.552239,67
CricketShot,50,8,0.43662,71
CuttingInKitchen,50,8,1.0,102
Diving,50,8,1.0,139
Drumming,50,8,0.953586,237
Fencing,50,8,0.972222,72
FieldHockeyPenalty,50,8,0.714286,70
FloorGymnastics,50,8,0.505618,89
FrisbeeCatch,50,8,0.479167,48
FrontCrawl,50,8,0.267717,127
GolfSwing,50,8,0.954545,110
Haircut,50,8,0.693548,62
HammerThrow,50,8,0.650685,146
Hammering,50,8,0.727273,55
HandstandPushups,50,8,0.703704,54
HandstandWalking,50,8,0.494382,89
HeadMassage,50,8,0.856322,174
HighJump,50,8,0.121622,74
HorseRace,50,8,0.915254,118
HorseRiding,50,8,1.0,151
HulaHoop,50,8,0.859649,57
IceDancing,50,8,0.926829,205
JavelinThrow,50,8,0.592593,54
JugglingBalls,50,8,0.644809,183
JumpRope,50,8,0.612179,312
JumpingJack,50,8,0.74359,39
Kayaking,50,8,0.947368,114
Knitting,50,8,0.985507,138
LongJump,50,8,0.541667,72
Lunges,50,8,0.375,160
MilitaryParade,50,8,1.0,62
Mixing,50,8,0.989474,95
MoppingFloor,50,8,0.721739,115
Nunchucks,50,8,0.186335,161
ParallelBars,50,8,0.83908,87
PizzaTossing,50,8,0.491525,59
PlayingCello,50,8,0.973856,153
PlayingDaf,50,8,0.990783,217
PlayingDhol,50,8,0.969283,293
PlayingFlute,50,8,0.990909,220
PlayingGuitar,50,8,1.0,211
PlayingPiano,50,8,0.955357,112
PlayingSitar,50,8,0.842308,260
PlayingTabla,50,8,0.961039,154
PlayingViolin,50,8,0.968085,94
PoleVault,50,8,0.647887,142
PommelHorse,50,8,0.630435,230
PullUps,50,8,0.815385,65
Punch,50,8,0.959064,171
PushUps,50,8,1.0,42
Rafting,50,8,0.59375,96
RockClimbingIndoor,50,8,0.970149,335
RopeClimbing,50,8,0.825243,103
Rowing,50,8,0.910256,234
SalsaSpin,50,8,0.310345,174
ShavingBeard,50,8,0.928205,195
Shotput,50,8,0.508475,59
SkateBoarding,50,8,0.926829,82
Skiing,50,8,0.610778,167
Skijet,50,8,0.792857,140
SkyDiving,50,8,0.915663,83
SoccerJuggling,50,8,0.678261,230
SoccerPenalty,50,8,1.0,57
StillRings,50,8,0.795181,83
SumoWrestling,50,8,0.908333,120
Surfing,50,8,0.921053,114
Swing,50,8,0.789062,128
TableTennisShot,50,8,0.94,100
TaiChi,50,8,0.821429,84
TennisSwing,50,8,0.77551,98
ThrowDiscus,50,8,0.912281,57
TrampolineJumping,50,8,0.985612,139
Typing,50,8,0.986577,149
UnevenBars,50,8,0.625,64
VolleyballSpiking,50,8,0.923077,52
WalkingWithDog,50,8,0.937984,129
WallPushups,50,8,0.807018,57
WritingOnBoard,50,8,1.0,105
YoYo,50,8,0.550459,109
ApplyEyeMakeup,75,8,0.960938,128
ApplyLipstick,75,8,0.964602,113
Archery,75,8,0.790476,105
BabyCrawling,75,8,1.0,112
BalanceBeam,75,8,0.793651,63
BandMarching,75,8,0.393701,127
BaseballPitch,75,8,0.793103,58
Basketball,75,8,0.875,64
BasketballDunk,75,8,1.0,33
BenchPress,75,8,1.0,89
Biking,75,8,0.932515,163
Billiards,75,8,0.99569,232
BlowDryHair,75,8,0.585859,99
BlowingCandles,75,8,0.959184,49
BodyWeightSquats,75,8,0.460317,63
Bowling,75,8,0.965909,88
BoxingPunchingBag,75,8,0.751412,177
BoxingSpeedBag,75,8,0.469799,149
BreastStroke,75,8,0.954023,87
BrushingTeeth,75,8,0.343434,198
CleanAndJerk,75,8,0.944954,109
CliffDiving,75,8,0.869565,46
CricketBowling,75,8,0.462687,67
CricketShot,75,8,0.450704,71
CuttingInKitchen,75,8,0.990196,102
Diving,75,8,1.0,139
Drumming,75,8,0.974684,237
Fencing,75,8,0.972222,72
FieldHockeyPenalty,75,8,0.757143,70
FloorGymnastics,75,8,0.539326,89
FrisbeeCatch,75,8,0.520833,48
FrontCrawl,75,8,0.291339,127
GolfSwing,75,8,0.981818,110
Haircut,75,8,0.645161,62
HammerThrow,75,8,0.657534,146
Hammering,75,8,0.709091,55
HandstandPushups,75,8,0.648148,54
HandstandWalking,75,8,0.52809,89
HeadMassage,75,8,0.885057,174
HighJump,75,8,0.108108,74
HorseRace,75,8,0.949153,118
HorseRiding,75,8,0.993377,151
HulaHoop,75,8,0.859649,57
IceDancing,75,8,0.926829,205
JavelinThrow,75,8,0.611111,54
JugglingBalls,75,8,0.699454,183
JumpRope,75,8,0.61859,312
JumpingJack,75,8,0.820513,39
Kayaking,75,8,0.973684,114
Knitting,75,8,0.992754,138
LongJump,75,8,0.555556,72
Lunges,75,8,0.3875,160
MilitaryParade,75,8,1.0,62
Mixing,75,8,1.0,95
MoppingFloor,75,8,0.73913,115
Nunchucks,75,8,0.204969,161
ParallelBars,75,8,0.850575,87
PizzaTossing,75,8,0.559322,59
PlayingCello,75,8,0.960784,153
PlayingDaf,75,8,0.990783,217
PlayingDhol,75,8,0.972696,293
PlayingFlute,75,8,0.990909,220
PlayingGuitar,75,8,1.0,211
PlayingPiano,75,8,0.9375,112
PlayingSitar,75,8,0.838462,260
PlayingTabla,75,8,0.961039,154
PlayingViolin,75,8,0.968085,94
PoleVault,75,8,0.704225,142
PommelHorse,75,8,0.66087,230
PullUps,75,8,0.876923,65
Punch,75,8,0.959064,171
PushUps,75,8,0.952381,42
Rafting,75,8,0.645833,96
RockClimbingIndoor,75,8,0.964179,335
RopeClimbing,75,8,0.864078,103
Rowing,75,8,0.910256,234
SalsaSpin,75,8,0.448276,174
ShavingBeard,75,8,0.923077,195
Shotput,75,8,0.423729,59
SkateBoarding,75,8,0.914634,82
Skiing,75,8,0.610778,167
Skijet,75,8,0.864286,140
SkyDiving,75,8,0.939759,83
SoccerJuggling,75,8,0.747826,230
SoccerPenalty,75,8,1.0,57
StillRings,75,8,0.746988,83
SumoWrestling,75,8,0.933333,120
Surfing,75,8,0.912281,114
Swing,75,8,0.835938,128
TableTennisShot,75,8,0.93,100
TaiChi,75,8,0.809524,84
TennisSwing,75,8,0.785714,98
ThrowDiscus,75,8,0.929825,57
TrampolineJumping,75,8,0.992806,139
Typing,75,8,0.986577,149
UnevenBars,75,8,0.6875,64
VolleyballSpiking,75,8,0.923077,52
WalkingWithDog,75,8,0.945736,129
WallPushups,75,8,0.789474,57
WritingOnBoard,75,8,1.0,105
YoYo,75,8,0.706422,109
ApplyEyeMakeup,100,8,0.945312,128
ApplyLipstick,100,8,0.964602,113
Archery,100,8,0.866667,105
BabyCrawling,100,8,0.991071,112
BalanceBeam,100,8,0.809524,63
BandMarching,100,8,0.401575,127
BaseballPitch,100,8,0.793103,58
Basketball,100,8,0.90625,64
BasketballDunk,100,8,0.969697,33
BenchPress,100,8,1.0,89
Biking,100,8,0.96319,163
Billiards,100,8,0.99569,232
BlowDryHair,100,8,0.636364,99
BlowingCandles,100,8,1.0,49
BodyWeightSquats,100,8,0.603175,63
Bowling,100,8,0.977273,88
BoxingPunchingBag,100,8,0.80791,177
BoxingSpeedBag,100,8,0.610738,149
BreastStroke,100,8,0.954023,87
BrushingTeeth,100,8,0.383838,198
CleanAndJerk,100,8,0.963303,109
CliffDiving,100,8,0.913043,46
CricketBowling,100,8,0.402985,67
CricketShot,100,8,0.450704,71
CuttingInKitchen,100,8,1.0,102
Diving,100,8,0.992806,139
Drumming,100,8,0.978903,237
Fencing,100,8,0.986111,72
FieldHockeyPenalty,100,8,0.785714,70
FloorGymnastics,100,8,0.685393,89
FrisbeeCatch,100,8,0.645833,48
FrontCrawl,100,8,0.307087,127
GolfSwing,100,8,0.972727,110
Haircut,100,8,0.677419,62
HammerThrow,100,8,0.643836,146
Hammering,100,8,0.654545,55
HandstandPushups,100,8,0.62963,54
HandstandWalking,100,8,0.58427,89
HeadMassage,100,8,0.954023,174
HighJump,100,8,0.243243,74
HorseRace,100,8,0.957627,118
HorseRiding,100,8,1.0,151
HulaHoop,100,8,0.929825,57
IceDancing,100,8,0.956098,205
JavelinThrow,100,8,0.777778,54
JugglingBalls,100,8,0.715847,183
JumpRope,100,8,0.641026,312
JumpingJack,100,8,0.923077,39
Kayaking,100,8,0.964912,114
Knitting,100,8,1.0,138
LongJump,100,8,0.583333,72
Lunges,100,8,0.61875,160
MilitaryParade,100,8,1.0,62
Mixing,100,8,1.0,95
MoppingFloor,100,8,0.791304,115
Nunchucks,100,8,0.273292,161
ParallelBars,100,8,0.908046,87
PizzaTossing,100,8,0.762712,59
PlayingCello,100,8,0.928105,153
PlayingDaf,100,8,0.986175,217
PlayingDhol,100,8,0.96587,293
PlayingFlute,100,8,0.990909,220
PlayingGuitar,100,8,1.0,211
PlayingPiano,100,8,0.955357,112
PlayingSitar,100,8,0.838462,260
PlayingTabla,100,8,0.967532,154
PlayingViolin,100,8,1.0,94
PoleVault,100,8,0.78169,142
PommelHorse,100,8,0.747826,230
PullUps,100,8,0.892308,65
Punch,100,8,0.953216,171
PushUps,100,8,1.0,42
Rafting,100,8,0.625,96
RockClimbingIndoor,100,8,0.949254,335
RopeClimbing,100,8,0.961165,103
Rowing,100,8,0.910256,234
SalsaSpin,100,8,0.637931,174
ShavingBeard,100,8,0.876923,195
Shotput,100,8,0.288136,59
SkateBoarding,100,8,0.939024,82
Skiing,100,8,0.640719,167
Skijet,100,8,0.907143,140
SkyDiving,100,8,0.987952,83
SoccerJuggling,100,8,0.86087,230
SoccerPenalty,100,8,1.0,57
StillRings,100,8,0.831325,83
SumoWrestling,100,8,0.95,120
Surfing,100,8,0.912281,114
Swing,100,8,0.921875,128
TableTennisShot,100,8,0.95,100
TaiChi,100,8,0.869048,84
TennisSwing,100,8,0.857143,98
ThrowDiscus,100,8,0.947368,57
TrampolineJumping,100,8,0.992806,139
Typing,100,8,0.993289,149
UnevenBars,100,8,0.734375,64
VolleyballSpiking,100,8,0.942308,52
WalkingWithDog,100,8,0.953488,129
WallPushups,100,8,0.824561,57
WritingOnBoard,100,8,1.0,105
YoYo,100,8,0.853211,109
ApplyEyeMakeup,10,16,0.984375,128
ApplyLipstick,10,16,0.699115,113
Archery,10,16,0.542857,105
BabyCrawling,10,16,0.5,112
BalanceBeam,10,16,0.349206,63
BandMarching,10,16,0.275591,127
BaseballPitch,10,16,0.672414,58
Basketball,10,16,0.65625,64
BasketballDunk,10,16,0.878788,33
BenchPress,10,16,0.966292,89
Biking,10,16,0.441718,163
Billiards,10,16,1.0,232
BlowDryHair,10,16,0.141414,99
BlowingCandles,10,16,0.918367,49
BodyWeightSquats,10,16,0.063492,63
Bowling,10,16,0.954545,88
BoxingPunchingBag,10,16,0.073446,177
BoxingSpeedBag,10,16,0.0,149
BreastStroke,10,16,0.574713,87
BrushingTeeth,10,16,0.09596,198
CleanAndJerk,10,16,0.614679,109
CliffDiving,10,16,0.652174,46
CricketBowling,10,16,0.552239,67
CricketShot,10,16,0.253521,71
CuttingInKitchen,10,16,0.980392,102
Diving,10,16,0.992806,139
Drumming,10,16,0.919831,237
Fencing,10,16,0.736111,72
FieldHockeyPenalty,10,16,0.557143,70
FloorGymnastics,10,16,0.078652,89
FrisbeeCatch,10,16,0.0,48
FrontCrawl,10,16,0.070866,127
GolfSwing,10,16,0.9,110
Haircut,10,16,0.516129,62
HammerThrow,10,16,0.383562,146
Hammering,10,16,0.672727,55
HandstandPushups,10,16,0.722222,54
HandstandWalking,10,16,0.191011,89
HeadMassage,10,16,0.396552,174
HighJump,10,16,0.013514,74
HorseRace,10,16,0.627119,118
HorseRiding,10,16,0.807947,151
HulaHoop,10,16,0.45614,57
IceDancing,10,16,0.634146,205
JavelinThrow,10,16,0.37037,54
JugglingBalls,10,16,0.027322,183
JumpRope,10,16,0.317308,312
JumpingJack,10,16,0.076923,39
Kayaking,10,16,0.614035,114
Knitting,10,16,0.775362,138
LongJump,10,16,0.513889,72
Lunges,10,16,0.00625,160
MilitaryParade,10,16,0.983871,62
Mixing,10,16,0.705263,95
MoppingFloor,10,16,0.391304,115
Nunchucks,10,16,0.006211,161
ParallelBars,10,16,0.655172,87
PizzaTossing,10,16,0.033898,59
PlayingCello,10,16,0.921569,153
PlayingDaf,10,16,0.9447,217
PlayingDhol,10,16,0.706485,293
PlayingFlute,10,16,0.927273,220
PlayingGuitar,10,16,1.0,211
PlayingPiano,10,16,0.991071,112
PlayingSitar,10,16,0.776923,260
PlayingTabla,10,16,0.935065,154
PlayingViolin,10,16,0.87234,94
PoleVault,10,16,0.429577,142
PommelHorse,10,16,0.282609,230
PullUps,10,16,0.461538,65
Punch,10,16,0.748538,171
PushUps,10,16,0.904762,42
Rafting,10,16,0.208333,96
RockClimbingIndoor,10,16,0.949254,335
RopeClimbing,10,16,0.271845,103
Rowing,10,16,0.521368,234
SalsaSpin,10,16,0.022989,174
ShavingBeard,10,16,0.753846,195
Shotput,10,16,0.59322,59
SkateBoarding,10,16,0.52439,82
Skiing,10,16,0.45509,167
Skijet,10,16,0.5,140
SkyDiving,10,16,0.626506,83
SoccerJuggling,10,16,0.078261,230
SoccerPenalty,10,16,1.0,57
StillRings,10,16,0.650602,83
SumoWrestling,10,16,0.633333,120
Surfing,10,16,0.938596,114
Swing,10,16,0.054688,128
TableTennisShot,10,16,0.93,100
TaiChi,10,16,0.642857,84
TennisSwing,10,16,0.673469,98
ThrowDiscus,10,16,0.578947,57
TrampolineJumping,10,16,0.539568,139
Typing,10,16,0.993289,149
UnevenBars,10,16,0.3125,64
VolleyballSpiking,10,16,0.615385,52
WalkingWithDog,10,16,0.387597,129
WallPushups,10,16,0.824561,57
WritingOnBoard,10,16,0.980952,105
YoYo,10,16,0.018349,109
ApplyEyeMakeup,25,16,0.984375,128
ApplyLipstick,25,16,0.699115,113
Archery,25,16,0.542857,105
BabyCrawling,25,16,0.5,112
BalanceBeam,25,16,0.349206,63
BandMarching,25,16,0.275591,127
BaseballPitch,25,16,0.672414,58
Basketball,25,16,0.65625,64
BasketballDunk,25,16,0.878788,33
BenchPress,25,16,0.966292,89
Biking,25,16,0.441718,163
Billiards,25,16,1.0,232
BlowDryHair,25,16,0.141414,99
BlowingCandles,25,16,0.918367,49
BodyWeightSquats,25,16,0.063492,63
Bowling,25,16,0.954545,88
BoxingPunchingBag,25,16,0.073446,177
BoxingSpeedBag,25,16,0.0,149
BreastStroke,25,16,0.574713,87
BrushingTeeth,25,16,0.09596,198
CleanAndJerk,25,16,0.614679,109
CliffDiving,25,16,0.652174,46
CricketBowling,25,16,0.552239,67
CricketShot,25,16,0.253521,71
CuttingInKitchen,25,16,0.980392,102
Diving,25,16,0.992806,139
Drumming,25,16,0.919831,237
Fencing,25,16,0.736111,72
FieldHockeyPenalty,25,16,0.557143,70
FloorGymnastics,25,16,0.078652,89
FrisbeeCatch,25,16,0.0,48
FrontCrawl,25,16,0.070866,127
GolfSwing,25,16,0.9,110
Haircut,25,16,0.516129,62
HammerThrow,25,16,0.383562,146
Hammering,25,16,0.672727,55
HandstandPushups,25,16,0.722222,54
HandstandWalking,25,16,0.191011,89
HeadMassage,25,16,0.396552,174
HighJump,25,16,0.013514,74
HorseRace,25,16,0.627119,118
HorseRiding,25,16,0.807947,151
HulaHoop,25,16,0.45614,57
IceDancing,25,16,0.634146,205
JavelinThrow,25,16,0.37037,54
JugglingBalls,25,16,0.027322,183
JumpRope,25,16,0.317308,312
JumpingJack,25,16,0.076923,39
Kayaking,25,16,0.614035,114
Knitting,25,16,0.775362,138
LongJump,25,16,0.513889,72
Lunges,25,16,0.00625,160
MilitaryParade,25,16,0.983871,62
Mixing,25,16,0.705263,95
MoppingFloor,25,16,0.391304,115
Nunchucks,25,16,0.006211,161
ParallelBars,25,16,0.655172,87
PizzaTossing,25,16,0.033898,59
PlayingCello,25,16,0.921569,153
PlayingDaf,25,16,0.9447,217
PlayingDhol,25,16,0.706485,293
PlayingFlute,25,16,0.927273,220
PlayingGuitar,25,16,1.0,211
PlayingPiano,25,16,0.991071,112
PlayingSitar,25,16,0.776923,260
PlayingTabla,25,16,0.935065,154
PlayingViolin,25,16,0.87234,94
PoleVault,25,16,0.429577,142
PommelHorse,25,16,0.282609,230
PullUps,25,16,0.461538,65
Punch,25,16,0.748538,171
PushUps,25,16,0.904762,42
Rafting,25,16,0.208333,96
RockClimbingIndoor,25,16,0.949254,335
RopeClimbing,25,16,0.271845,103
Rowing,25,16,0.521368,234
SalsaSpin,25,16,0.022989,174
ShavingBeard,25,16,0.753846,195
Shotput,25,16,0.59322,59
SkateBoarding,25,16,0.52439,82
Skiing,25,16,0.45509,167
Skijet,25,16,0.5,140
SkyDiving,25,16,0.626506,83
SoccerJuggling,25,16,0.078261,230
SoccerPenalty,25,16,1.0,57
StillRings,25,16,0.650602,83
SumoWrestling,25,16,0.633333,120
Surfing,25,16,0.938596,114
Swing,25,16,0.054688,128
TableTennisShot,25,16,0.93,100
TaiChi,25,16,0.642857,84
TennisSwing,25,16,0.673469,98
ThrowDiscus,25,16,0.578947,57
TrampolineJumping,25,16,0.539568,139
Typing,25,16,0.993289,149
UnevenBars,25,16,0.3125,64
VolleyballSpiking,25,16,0.615385,52
WalkingWithDog,25,16,0.387597,129
WallPushups,25,16,0.824561,57
WritingOnBoard,25,16,0.980952,105
YoYo,25,16,0.018349,109
ApplyEyeMakeup,50,16,0.984375,128
ApplyLipstick,50,16,0.867257,113
Archery,50,16,0.552381,105
BabyCrawling,50,16,0.794643,112
BalanceBeam,50,16,0.587302,63
BandMarching,50,16,0.299213,127
BaseballPitch,50,16,0.775862,58
Basketball,50,16,0.734375,64
BasketballDunk,50,16,1.0,33
BenchPress,50,16,1.0,89
Biking,50,16,0.815951,163
Billiards,50,16,1.0,232
BlowDryHair,50,16,0.393939,99
BlowingCandles,50,16,1.0,49
BodyWeightSquats,50,16,0.269841,63
Bowling,50,16,0.965909,88
BoxingPunchingBag,50,16,0.293785,177
BoxingSpeedBag,50,16,0.107383,149
BreastStroke,50,16,0.850575,87
BrushingTeeth,50,16,0.242424,198
CleanAndJerk,50,16,0.752294,109
CliffDiving,50,16,0.804348,46
CricketBowling,50,16,0.552239,67
CricketShot,50,16,0.380282,71
CuttingInKitchen,50,16,1.0,102
Diving,50,16,1.0,139
Drumming,50,16,0.936709,237
Fencing,50,16,0.888889,72
FieldHockeyPenalty,50,16,0.657143,70
FloorGymnastics,50,16,0.191011,89
FrisbeeCatch,50,16,0.229167,48
FrontCrawl,50,16,0.11811,127
GolfSwing,50,16,0.945455,110
Haircut,50,16,0.693548,62
HammerThrow,50,16,0.534247,146
Hammering,50,16,0.690909,55
HandstandPushups,50,16,0.666667,54
HandstandWalking,50,16,0.325843,89
HeadMassage,50,16,0.689655,174
HighJump,50,16,0.067568,74
HorseRace,50,16,0.855932,118
HorseRiding,50,16,0.980132,151
HulaHoop,50,16,0.684211,57
IceDancing,50,16,0.819512,205
JavelinThrow,50,16,0.425926,54
JugglingBalls,50,16,0.251366,183
JumpRope,50,16,0.487179,312
JumpingJack,50,16,0.384615,39
Kayaking,50,16,0.842105,114
Knitting,50,16,0.876812,138
LongJump,50,16,0.5,72
Lunges,50,16,0.1125,160
MilitaryParade,50,16,1.0,62
Mixing,50,16,0.863158,95
MoppingFloor,50,16,0.6,115
Nunchucks,50,16,0.037267,161
ParallelBars,50,16,0.701149,87
PizzaTossing,50,16,0.084746,59
PlayingCello,50,16,0.915033,153
PlayingDaf,50,16,0.963134,217
PlayingDhol,50,16,0.935154,293
PlayingFlute,50,16,0.986364,220
PlayingGuitar,50,16,1.0,211
PlayingPiano,50,16,0.955357,112
PlayingSitar,50,16,0.811538,260
PlayingTabla,50,16,0.948052,154
PlayingViolin,50,16,0.93617,94
PoleVault,50,16,0.584507,142
PommelHorse,50,16,0.508696,230
PullUps,50,16,0.692308,65
Punch,50,16,0.923977,171
PushUps,50,16,0.928571,42
Rafting,50,16,0.416667,96
RockClimbingIndoor,50,16,0.964179,335
RopeClimbing,50,16,0.543689,103
Rowing,50,16,0.74359,234
SalsaSpin,50,16,0.034483,174
ShavingBeard,50,16,0.912821,195
Shotput,50,16,0.59322,59
SkateBoarding,50,16,0.768293,82
Skiing,50,16,0.54491,167
Skijet,50,16,0.707143,140
SkyDiving,50,16,0.855422,83
SoccerJuggling,50,16,0.356522,230
SoccerPenalty,50,16,1.0,57
StillRings,50,16,0.73494,83
SumoWrestling,50,16,0.783333,120
Surfing,50,16,0.929825,114
Swing,50,16,0.523438,128
TableTennisShot,50,16,0.93,100
TaiChi,50,16,0.714286,84
TennisSwing,50,16,0.755102,98
ThrowDiscus,50,16,0.859649,57
TrampolineJumping,50,16,0.913669,139
Typing,50,16,0.986577,149
UnevenBars,50,16,0.40625,64
VolleyballSpiking,50,16,0.865385,52
WalkingWithDog,50,16,0.813953,129
WallPushups,50,16,0.877193,57
WritingOnBoard,50,16,1.0,105
YoYo,50,16,0.155963,109
ApplyEyeMakeup,75,16,0.953125,128
ApplyLipstick,75,16,0.929204,113
Archery,75,16,0.761905,105
BabyCrawling,75,16,0.9375,112
BalanceBeam,75,16,0.698413,63
