class,coverage,stride,accuracy,n_samples
ApplyEyeMakeup,75,16,0.945312,128
ApplyLipstick,75,16,0.902655,113
Archery,75,16,0.933333,105
BabyCrawling,75,16,0.9375,112
BalanceBeam,75,16,0.746032,63
BandMarching,75,16,0.685039,127
BaseballPitch,75,16,0.827586,58
Basketball,75,16,0.921875,64
BasketballDunk,75,16,1.0,33
BenchPress,75,16,1.0,89
Biking,75,16,0.90184,163
Billiards,75,16,0.982759,232
BlowDryHair,75,16,0.636364,99
BlowingCandles,75,16,0.938776,49
BodyWeightSquats,75,16,0.539683,63
Bowling,75,16,0.965909,88
BoxingPunchingBag,75,16,0.615819,177
BoxingSpeedBag,75,16,0.637584,149
BreastStroke,75,16,0.931034,87
BrushingTeeth,75,16,0.353535,198
CleanAndJerk,75,16,0.87156,109
CliffDiving,75,16,0.826087,46
CricketBowling,75,16,0.41791,67
CricketShot,75,16,0.492958,71
CuttingInKitchen,75,16,1.0,102
Diving,75,16,1.0,139
Drumming,75,16,0.974684,237
Fencing,75,16,0.958333,72
FieldHockeyPenalty,75,16,0.814286,70
FloorGymnastics,75,16,0.606742,89
FrisbeeCatch,75,16,0.854167,48
FrontCrawl,75,16,0.133858,127
GolfSwing,75,16,0.963636,110
Haircut,75,16,0.629032,62
HammerThrow,75,16,0.506849,146
Hammering,75,16,0.672727,55
HandstandPushups,75,16,0.796296,54
HandstandWalking,75,16,0.292135,89
HeadMassage,75,16,0.902299,174
HighJump,75,16,0.22973,74
HorseRace,75,16,0.889831,118
HorseRiding,75,16,0.986755,151
HulaHoop,75,16,0.877193,57
IceDancing,75,16,0.882927,205
JavelinThrow,75,16,0.722222,54
JugglingBalls,75,16,0.901639,183
JumpRope,75,16,0.746795,312
JumpingJack,75,16,0.897436,39
Kayaking,75,16,0.95614,114
Knitting,75,16,0.985507,138
LongJump,75,16,0.569444,72
Lunges,75,16,0.5875,160
MilitaryParade,75,16,1.0,62
Mixing,75,16,0.884211,95
MoppingFloor,75,16,0.704348,115
Nunchucks,75,16,0.521739,161
ParallelBars,75,16,0.816092,87
PizzaTossing,75,16,0.694915,59
PlayingCello,75,16,0.895425,153
PlayingDaf,75,16,0.986175,217
PlayingDhol,75,16,0.921502,293
PlayingFlute,75,16,0.972727,220
PlayingGuitar,75,16,0.990521,211
PlayingPiano,75,16,0.991071,112
PlayingSitar,75,16,0.930769,260
PlayingTabla,75,16,0.987013,154
PlayingViolin,75,16,0.904255,94
PoleVault,75,16,0.760563,142
PommelHorse,75,16,0.917391,230
PullUps,75,16,0.769231,65
Punch,75,16,0.964912,171
PushUps,75,16,0.857143,42
Rafting,75,16,0.677083,96
RockClimbingIndoor,75,16,0.931343,335
RopeClimbing,75,16,0.912621,103
Rowing,75,16,0.982906,234
SalsaSpin,75,16,0.793103,174
ShavingBeard,75,16,0.728205,195
Shotput,75,16,0.372881,59
SkateBoarding,75,16,0.792683,82
Skiing,75,16,0.760479,167
Skijet,75,16,0.985714,140
SkyDiving,75,16,0.951807,83
SoccerJuggling,75,16,0.643478,230
SoccerPenalty,75,16,0.842105,57
StillRings,75,16,0.807229,83
SumoWrestling,75,16,0.916667,120
Surfing,75,16,0.894737,114
Swing,75,16,0.75,128
TableTennisShot,75,16,1.0,100
TaiChi,75,16,0.785714,84
TennisSwing,75,16,0.877551,98
ThrowDiscus,75,16,0.807018,57
TrampolineJumping,75,16,0.964029,139
Typing,75,16,0.946309,149
UnevenBars,75,16,0.90625,64
VolleyballSpiking,75,16,1.0,52
WalkingWithDog,75,16,0.75969,129
WallPushups,75,16,0.754386,57
WritingOnBoard,75,16,0.990476,105
YoYo,75,16,0.522936,109
ApplyEyeMakeup,100,16,0.945312,128
ApplyLipstick,100,16,0.902655,113
Archery,100,16,0.933333,105
BabyCrawling,100,16,0.9375,112
BalanceBeam,100,16,0.746032,63
BandMarching,100,16,0.685039,127
BaseballPitch,100,16,0.827586,58
Basketball,100,16,0.921875,64
BasketballDunk,100,16,1.0,33
BenchPress,100,16,1.0,89
Biking,100,16,0.90184,163
Billiards,100,16,0.982759,232
BlowDryHair,100,16,0.636364,99
BlowingCandles,100,16,0.938776,49
BodyWeightSquats,100,16,0.539683,63
Bowling,100,16,0.965909,88
BoxingPunchingBag,100,16,0.615819,177
BoxingSpeedBag,100,16,0.637584,149
BreastStroke,100,16,0.931034,87
BrushingTeeth,100,16,0.353535,198
CleanAndJerk,100,16,0.87156,109
CliffDiving,100,16,0.826087,46
CricketBowling,100,16,0.41791,67
CricketShot,100,16,0.492958,71
CuttingInKitchen,100,16,1.0,102
Diving,100,16,1.0,139
Drumming,100,16,0.974684,237
Fencing,100,16,0.958333,72
FieldHockeyPenalty,100,16,0.814286,70
FloorGymnastics,100,16,0.606742,89
FrisbeeCatch,100,16,0.854167,48
FrontCrawl,100,16,0.133858,127
GolfSwing,100,16,0.963636,110
Haircut,100,16,0.629032,62
HammerThrow,100,16,0.506849,146
Hammering,100,16,0.672727,55
HandstandPushups,100,16,0.796296,54
HandstandWalking,100,16,0.292135,89
HeadMassage,100,16,0.902299,174
HighJump,100,16,0.22973,74
HorseRace,100,16,0.889831,118
HorseRiding,100,16,0.986755,151
HulaHoop,100,16,0.877193,57
IceDancing,100,16,0.882927,205
JavelinThrow,100,16,0.722222,54
JugglingBalls,100,16,0.901639,183
JumpRope,100,16,0.746795,312
JumpingJack,100,16,0.897436,39
Kayaking,100,16,0.95614,114
Knitting,100,16,0.985507,138
LongJump,100,16,0.569444,72
Lunges,100,16,0.5875,160
MilitaryParade,100,16,1.0,62
Mixing,100,16,0.884211,95
MoppingFloor,100,16,0.704348,115
Nunchucks,100,16,0.521739,161
ParallelBars,100,16,0.816092,87
PizzaTossing,100,16,0.694915,59
PlayingCello,100,16,0.895425,153
PlayingDaf,100,16,0.986175,217
PlayingDhol,100,16,0.921502,293
PlayingFlute,100,16,0.972727,220
PlayingGuitar,100,16,0.990521,211
PlayingPiano,100,16,0.991071,112
PlayingSitar,100,16,0.930769,260
PlayingTabla,100,16,0.987013,154
PlayingViolin,100,16,0.904255,94
PoleVault,100,16,0.760563,142
PommelHorse,100,16,0.917391,230
PullUps,100,16,0.769231,65
Punch,100,16,0.964912,171
PushUps,100,16,0.857143,42
Rafting,100,16,0.677083,96
RockClimbingIndoor,100,16,0.931343,335
RopeClimbing,100,16,0.912621,103
Rowing,100,16,0.982906,234
SalsaSpin,100,16,0.793103,174
ShavingBeard,100,16,0.728205,195
Shotput,100,16,0.372881,59
SkateBoarding,100,16,0.792683,82
Skiing,100,16,0.760479,167
Skijet,100,16,0.985714,140
SkyDiving,100,16,0.951807,83
SoccerJuggling,100,16,0.643478,230
SoccerPenalty,100,16,0.842105,57
StillRings,100,16,0.807229,83
SumoWrestling,100,16,0.916667,120
Surfing,100,16,0.894737,114
Swing,100,16,0.75,128
TableTennisShot,100,16,1.0,100
TaiChi,100,16,0.785714,84
TennisSwing,100,16,0.877551,98
ThrowDiscus,100,16,0.807018,57
TrampolineJumping,100,16,0.964029,139
Typing,100,16,0.946309,149
UnevenBars,100,16,0.90625,64
VolleyballSpiking,100,16,1.0,52
WalkingWithDog,100,16,0.75969,129
WallPushups,100,16,0.754386,57
WritingOnBoard,100,16,0.990476,105
YoYo,100,16,0.522936,109
